DATETIME,TIME,LON,LAT,PCO2_ORIGINAL
"""29-JAN-2019""",14250,70.4167,5.35041,424.961
"""29-JAN-2019""",14250,70.5,5.35041,424.781
"""29-JAN-2019""",14250,70.5833,5.35041,424.452
"""29-JAN-2019""",14250,70.6667,5.35041,424.35
"""29-JAN-2019""",14250,70.75,5.35041,424.363
"""29-JAN-2019""",14250,70.8333,5.35041,424.345
"""29-JAN-2019""",14250,70.9167,5.35041,423.805
"""29-JAN-2019""",14250,71,5.35041,422.384
"""29-JAN-2019""",14250,71.0833,5.35041,420.088
"""29-JAN-2019""",14250,71.1667,5.35041,418.244
"""29-JAN-2019""",14250,71.25,5.35041,417.589
"""29-JAN-2019""",14250,71.3333,5.35041,417.03
"""29-JAN-2019""",14250,71.4167,5.35041,416.685
"""29-JAN-2019""",14250,71.5,5.35041,416.354
"""29-JAN-2019""",14250,71.5833,5.35041,416.245
"""29-JAN-2019""",14250,71.6667,5.35041,416.783
"""29-JAN-2019""",14250,71.75,5.35041,417.969
"""29-JAN-2019""",14250,71.8333,5.35041,419.97
"""29-JAN-2019""",14250,71.9167,5.35041,421.818
"""29-JAN-2019""",14250,72,5.35041,421.699
"""29-JAN-2019""",14250,72.0833,5.35041,420.865
"""29-JAN-2019""",14250,72.1667,5.35041,420.286
"""29-JAN-2019""",14250,72.25,5.35041,420.185
"""29-JAN-2019""",14250,72.3333,5.35041,419.913
"""29-JAN-2019""",14250,72.4167,5.35041,419.216
"""29-JAN-2019""",14250,72.5,5.35041,419.432
"""29-JAN-2019""",14250,72.5833,5.35041,419.938
"""29-JAN-2019""",14250,72.6667,5.35041,420.233
"""29-JAN-2019""",14250,72.75,5.35041,420.441
"""29-JAN-2019""",14250,72.8333,5.35041,420.816
"""29-JAN-2019""",14250,72.9167,5.35041,415.937
"""29-JAN-2019""",14250,73,5.35041,416.782
"""29-JAN-2019""",14250,73.0833,5.35041,418.829
"""29-JAN-2019""",14250,73.1667,5.35041,418.105
"""29-JAN-2019""",14250,73.25,5.35041,416.504
"""29-JAN-2019""",14250,73.3333,5.35041,416.352
"""29-JAN-2019""",14250,73.4167,5.35041,415.704
"""29-JAN-2019""",14250,73.5,5.35041,415.039
"""29-JAN-2019""",14250,73.5833,5.35041,414.934
"""29-JAN-2019""",14250,73.6667,5.35041,414.126
"""29-JAN-2019""",14250,73.75,5.35041,414.122
"""29-JAN-2019""",14250,73.8333,5.35041,413.397
"""29-JAN-2019""",14250,73.9167,5.35041,413.968
"""29-JAN-2019""",14250,74,5.35041,413.711
"""29-JAN-2019""",14250,74.0833,5.35041,414.369
"""29-JAN-2019""",14250,74.1667,5.35041,414.321
"""29-JAN-2019""",14250,74.25,5.35041,414.564
"""29-JAN-2019""",14250,74.3333,5.35041,414.832
"""29-JAN-2019""",14250,74.4167,5.35041,415.309
"""29-JAN-2019""",14250,74.5,5.35041,415.347
"""29-JAN-2019""",14250,74.5833,5.35041,415.634
"""29-JAN-2019""",14250,74.6667,5.35041,415.211
"""29-JAN-2019""",14250,74.75,5.35041,414.357
"""29-JAN-2019""",14250,74.8333,5.35041,412.872
"""29-JAN-2019""",14250,74.9167,5.35041,412.378
"""29-JAN-2019""",14250,75,5.35041,412.017
"""29-JAN-2019""",14250,75.0833,5.35041,411.816
"""29-JAN-2019""",14250,75.1667,5.35041,412.114
"""29-JAN-2019""",14250,75.25,5.35041,411.988
"""29-JAN-2019""",14250,75.3333,5.35041,411.812
"""29-JAN-2019""",14250,75.4167,5.35041,411.737
"""29-JAN-2019""",14250,75.5,5.35041,411.493
"""29-JAN-2019""",14250,75.5833,5.35041,411.082
"""29-JAN-2019""",14250,75.6667,5.35041,410.922
"""29-JAN-2019""",14250,75.75,5.35041,410.987
"""29-JAN-2019""",14250,75.8333,5.35041,411.062
"""29-JAN-2019""",14250,75.9167,5.35041,411.633
"""29-JAN-2019""",14250,76,5.35041,412.666
"""29-JAN-2019""",14250,76.0833,5.35041,413.636
"""29-JAN-2019""",14250,76.1667,5.35041,414.452
"""29-JAN-2019""",14250,76.25,5.35041,414.548
"""29-JAN-2019""",14250,76.3333,5.35041,414.32
"""29-JAN-2019""",14250,76.4167,5.35041,414.278
"""29-JAN-2019""",14250,76.5,5.35041,414.24
"""29-JAN-2019""",14250,76.5833,5.35041,414.152
"""29-JAN-2019""",14250,76.6667,5.35041,413.708
"""29-JAN-2019""",14250,76.75,5.35041,413.606
"""29-JAN-2019""",14250,76.8333,5.35041,413.325
"""29-JAN-2019""",14250,76.9167,5.35041,413.376
"""29-JAN-2019""",14250,77,5.35041,413.44
"""29-JAN-2019""",14250,77.0833,5.35041,413.532
"""29-JAN-2019""",14250,77.1667,5.35041,413.933
"""29-JAN-2019""",14250,77.25,5.35041,414.543
"""29-JAN-2019""",14250,77.3333,5.35041,415.232
"""29-JAN-2019""",14250,77.4167,5.35041,416.232
"""29-JAN-2019""",14250,77.5,5.35041,416.593
"""29-JAN-2019""",14250,77.5833,5.35041,417.12
"""29-JAN-2019""",14250,77.6667,5.35041,417.716
"""29-JAN-2019""",14250,77.75,5.35041,418.743
"""29-JAN-2019""",14250,77.8333,5.35041,419.767
"""29-JAN-2019""",14250,77.9167,5.35041,420.412
"""29-JAN-2019""",14250,78,5.35041,420.693
"""29-JAN-2019""",14250,78.0833,5.35041,421.112
"""29-JAN-2019""",14250,78.1667,5.35041,421.483
"""29-JAN-2019""",14250,78.25,5.35041,421.881
"""29-JAN-2019""",14250,78.3333,5.35041,422.073
"""29-JAN-2019""",14250,78.4167,5.35041,421.74
"""29-JAN-2019""",14250,78.5,5.35041,420.935
"""29-JAN-2019""",14250,78.5833,5.35041,419.754
"""29-JAN-2019""",14250,78.6667,5.35041,418.618
"""29-JAN-2019""",14250,78.75,5.35041,417.295
"""29-JAN-2019""",14250,78.8333,5.35041,416.855
"""29-JAN-2019""",14250,78.9167,5.35041,417.138
"""29-JAN-2019""",14250,79,5.35041,418.215
"""29-JAN-2019""",14250,79.0833,5.35041,419.074
"""29-JAN-2019""",14250,79.1667,5.35041,419.188
"""29-JAN-2019""",14250,79.25,5.35041,419.146
"""29-JAN-2019""",14250,79.3333,5.35041,419.345
"""29-JAN-2019""",14250,79.4167,5.35041,419.52
"""29-JAN-2019""",14250,79.5,5.35041,419.356
"""29-JAN-2019""",14250,79.5833,5.35041,419.315
"""29-JAN-2019""",14250,79.6667,5.35041,419.441
"""29-JAN-2019""",14250,79.75,5.35041,419.693
"""29-JAN-2019""",14250,79.8333,5.35041,420.222
"""29-JAN-2019""",14250,79.9167,5.35041,420.662
"""29-JAN-2019""",14250,80,5.35041,420.195
"""29-JAN-2019""",14250,80.0833,5.35041,419.363
"""29-JAN-2019""",14250,80.1667,5.35041,418.444
"""29-JAN-2019""",14250,80.25,5.35041,417.532
"""29-JAN-2019""",14250,80.3333,5.35041,416.573
"""29-JAN-2019""",14250,80.4167,5.35041,416.392
"""29-JAN-2019""",14250,80.5,5.35041,416.191
"""29-JAN-2019""",14250,80.5833,5.35041,415.202
